,fecha,zona,cod,evento,tipoevento,unixtime,s_p,duracion,amplitudctas,frecuencia,energia,est,latitud,longitud,profundidad,magduracion,nfases,gap,distmedia,rms,erh,erz,calidad,nestaciones,ml,comp,idvolc,q,dr,tipoloc,idtipoevento,idevento,amplitud_ums,estacion,tiempo_origen,id_usuario,id_loc,ml_pre,software,etiqueta,distancia,direccion,idscnl,energia_full_waveform
2,2022-01-01 00:38:12.000097,2,9,220101_003812_29VT,VT,1640997492.97,1.22,14.39,,5.46,,252,-36.821833,-71.337667,3.17,0.88,9.0,202.0,3.5,0.05,0.7,0.7,C1,6.0,1.4,,21,,2.51,1.0,21,9,12.17,SHG,1640997490.97,30,1028.0,1.5,apaweb,,6.2,NNE,229,
24,2022-01-01 06:21:52.000075,2,9,220101_062152_29VT,VT,1641018112.75,1.28,10.57,,7.66,,252,-36.8365,-71.327667,3.66,1.08,10.0,177.0,2.6,0.04,0.4,0.4,B1,7.0,1.1,,21,,0.63,1.0,21,74,4.29,SHG,1641018110.79,30,3623.0,0.8,apaweb,,5.6,ENE,229,
27,2022-01-01 07:20:42.000049,2,9,220101_072042_29VT,VT,1641021642.49,0.55,8.72,,6.41,,252,-36.824833,-71.335333,3.96,1.08,13.0,196.0,3.3,0.07,0.5,0.3,C1,7.0,1.3,,21,,1.67,1.0,21,92,9.52,SHG,1641021639.57,30,3624.0,1.3,apaweb,,6.0,NNE,229,
182,2022-01-03 06:04:47.000064,2,9,220103_060447_29VT,VT,1641189887.64,0.67,6.62,,16.08,,252,-36.863167,-71.377167,2.94,0.55,6.0,236.0,1.2,0.04,1.3,0.6,C1,3.0,0.9,,21,,0.67,1.0,21,562,9.64,SHG,1641189886.93,30,3625.0,0.9,apaweb,,0.4,NNE,229,
190,2022-01-03 09:15:51.000057,2,9,220103_091551_29VT,VT,1641201351.57,1.34,63.38,,5.65,,252,-36.837667,-71.338167,4.46,2.32,18.0,118.0,1.9,0.09,0.3,0.3,B1,13.0,3.6,,21,,434.32,1.0,21,571,2179.11,SHG,1641201349.84,30,24.0,3.7,apaweb,,4.8,ENE,229,
194,2022-01-03 09:23:01.000039,2,9,220103_092301_29VT,VT,1641201781.39,1.02,14.24,,7.85,,252,-36.835833,-71.3335,3.73,1.35,14.0,152.0,2.3,0.04,0.3,0.3,B1,10.0,2.6,,21,,34.48,1.0,21,572,240.43,SHG,1641201779.67,30,25.0,2.7,apaweb,,5.3,ENE,229,
196,2022-01-03 09:25:06.000082,2,9,220103_092506_29VT,VT,1641201906.82,0.58,16.31,,6.32,,213,-36.840333,-71.3335,3.33,0.67,9.0,171.0,2.0,0.06,0.6,0.6,B1,6.0,1.3,,21,,5.06,1.0,21,577,19.85,NBL,1641201906.06,30,31.0,1.5,apaweb,,4.9,ENE,190,
197,2022-01-03 09:30:10.000077,2,9,220103_093010_29VT,VT,1641202210.77,1.07,8.47,,5.36,,252,-36.837833,-71.332667,3.65,-0.04,12.0,174.0,2.2,0.06,0.6,0.5,B1,8.0,1.8,,21,,3.31,1.0,21,578,15.75,SHG,1641202209.04,30,30.0,1.7,apaweb,,5.2,ENE,229,
198,2022-01-03 09:30:19.000056,2,9,220103_093019_29VT,VT,1641202219.56,1.19,22.02,,5.93,,252,-36.833,-71.334333,3.23,1.2,12.0,183.0,2.5,0.05,0.4,0.4,C1,8.0,2.4,,21,,16.37,1.0,21,579,86.33,SHG,1641202217.87,30,29.0,2.3,apaweb,,5.4,NE,229,
199,2022-01-03 09:30:42.000065,2,9,220103_093042_29VT,VT,1641202242.65,1.01,23.8,,6.17,,252,-36.841,-71.3295,3.91,1.25,13.0,146.0,2.2,0.05,0.4,0.3,B1,9.0,2.2,,21,,8.7,1.0,21,580,47.71,SHG,1641202240.9,30,28.0,2.1,apaweb,,5.2,ENE,229,
200,2022-01-03 09:37:49.000054,2,9,220103_093749_29VT,VT,1641202669.54,1.3,18.02,,5.36,,252,-36.8355,-71.333333,3.26,1.35,12.0,179.0,2.4,0.05,0.2,0.4,B1,8.0,1.9,,21,,5.25,1.0,21,581,25.0,SHG,1641202667.86,30,26.0,1.9,apaweb,,5.3,ENE,229,
201,2022-01-03 09:43:41.000012,2,9,220103_094341_29VT,VT,1641203021.12,1.23,23.38,,8.9,,252,-36.835,-71.331667,2.93,1.65,15.0,153.0,2.5,0.06,0.3,0.2,B1,9.0,1.8,,21,,4.91,1.0,21,583,38.82,SHG,1641203019.35,30,271.0,1.9,apaweb,,5.4,ENE,229,
202,2022-01-03 09:44:25.000079,2,9,220103_094425_29VT,VT,1641203065.79,1.27,11.33,,8.9,,252,-36.836,-71.3335,3.13,1.3,10.0,178.0,2.3,0.03,0.3,0.3,B1,8.0,1.3,,21,,1.32,1.0,21,584,10.4,SHG,1641203064.07,30,860.0,1.3,apaweb,,5.2,ENE,229,
204,2022-01-03 09:54:58.000093,2,9,220103_095458_29VT,VT,1641203698.93,1.26,14.31,,9.0,,252,-36.837333,-71.3295,2.99,1.2,8.0,173.0,2.5,0.05,0.4,0.3,B1,6.0,1.0,,21,,0.39,1.0,21,589,3.08,SHG,1641203697.09,30,3626.0,0.9,apaweb,,5.4,ENE,229,
205,2022-01-03 09:56:29.000029,2,9,220103_095629_29VT,VT,1641203789.29,1.2,13.4,,8.9,,252,-36.836833,-71.332,2.98,0.88,8.0,176.0,2.3,0.04,0.3,0.3,B1,6.0,1.0,,21,,0.47,1.0,21,588,3.7,SHG,1641203787.49,30,3627.0,0.9,apaweb,,5.3,ENE,229,
206,2022-01-03 09:57:01.000008,2,9,220103_095701_29VT,VT,1641203821.08,1.2,15.22,,8.9,,252,-36.8405,-71.335,3.92,1.13,12.0,171.0,1.9,0.06,0.3,0.3,B1,8.0,1.3,,21,,1.05,1.0,21,587,8.3,SHG,1641203819.29,30,3630.0,1.3,apaweb,,4.8,ENE,229,
208,2022-01-03 09:59:50.000033,2,9,220103_095950_29VT,VT,1641203990.33,1.19,9.8,,9.67,,252,-36.841333,-71.326333,3.58,1.3,11.0,145.0,2.4,0.06,0.4,0.4,B1,8.0,1.0,,21,,0.36,1.0,21,590,3.08,SHG,1641203988.5,30,3631.0,0.8,apaweb,,5.4,ENE,229,
209,2022-01-03 10:06:21.000099,2,9,220103_100621_29VT,VT,1641204381.99,1.27,18.51,,5.36,,252,-36.837333,-71.334333,3.5,1.25,13.0,151.0,2.1,0.02,0.1,0.2,B1,9.0,1.8,,21,,4.15,1.0,21,592,19.78,SHG,1641204380.25,30,447.0,1.8,apaweb,,5.1,ENE,229,
215,2022-01-03 10:44:40.000031,2,9,220103_104440_29VT,VT,1641206680.31,0.67,9.49,,8.9,,252,-36.835333,-71.329833,2.72,1.02,8.0,177.0,2.6,0.05,0.7,0.8,B1,6.0,1.1,,21,,0.62,1.0,21,599,4.9,SHG,1641206678.09,53,3633.0,1.0,apaweb,,5.5,ENE,229,
216,2022-01-03 10:57:15.000066,2,9,220103_105715_29VT,VT,1641207435.66,0.8,15.79,,8.9,,252,-36.838333,-71.330667,3.26,0.75,20.0,149.0,2.3,0.06,0.2,0.3,B1,10.0,1.5,,21,,4.76,1.0,21,600,37.64,SHG,1641207433.96,53,38.0,1.8,apaweb,,5.3,ENE,229,
217,2022-01-03 10:57:37.000026,2,9,220103_105737_29VT,VT,1641207457.26,0.74,15.69,,8.9,,252,-36.836833,-71.330667,3.32,1.03,17.0,151.0,2.4,0.09,0.3,0.6,B1,9.0,1.2,,21,,1.99,1.0,21,601,15.76,SHG,1641207455.45,53,47.0,1.4,apaweb,,5.4,ENE,229,
218,2022-01-03 11:01:53.000078,2,9,220103_110153_29VT,VT,1641207713.78,0.68,11.13,,9.14,,252,-36.834833,-71.333333,3.14,0.55,9.0,180.0,2.4,0.07,0.7,0.9,B1,6.0,1.1,,21,,0.71,1.0,21,602,5.79,SHG,1641207711.74,53,3634.0,0.9,apaweb,,5.3,ENE,229,
219,2022-01-03 11:02:08.000078,2,9,220103_110208_29VT,VT,1641207728.78,0.85,10.56,,8.95,,252,-36.841667,-71.332667,4.26,1.08,7.0,168.0,1.9,0.05,0.4,0.4,B1,5.0,1.2,,21,,0.77,1.0,21,603,6.1,SHG,1641207726.89,53,3635.0,1.0,apaweb,,4.9,ENE,229,
227,2022-01-03 11:16:58.000038,2,9,220103_111658_29VT,VT,1641208618.38,0.69,11.29,,5.41,,252,-36.840833,-71.325667,3.16,1.2,10.0,146.0,2.5,0.09,0.6,0.7,B1,7.0,1.2,,21,,1.22,1.0,21,611,5.88,SHG,1641208616.69,53,3637.0,1.2,apaweb,,5.5,ENE,229,
228,2022-01-03 11:25:35.000040,2,9,220103_112535_29VT,VT,1641209135.4,0.75,9.36,,5.41,,252,-36.839167,-71.336667,3.83,1.02,10.0,174.0,1.9,0.03,0.3,0.3,B1,7.0,1.1,,21,,0.76,1.0,21,614,3.63,SHG,1641209133.65,53,3638.0,1.0,apaweb,,4.8,ENE,229,
229,2022-01-03 11:34:27.000095,2,9,220103_113427_29VT,VT,1641209667.95,1.22,25.5,,5.36,,252,-36.839667,-71.3375,4.1,1.62,17.0,149.0,1.8,0.12,0.5,0.7,B1,10.0,3.3,,21,,239.62,1.0,21,612,1141.11,SHG,1641209666.24,53,34.0,3.4,apaweb,,4.7,ENE,229,
231,2022-01-03 11:47:29.000037,2,9,220103_114729_29VT,VT,1641210449.37,0.75,13.59,,9.62,,252,-36.835333,-71.331,2.83,0.88,8.0,178.0,2.5,0.05,0.7,0.8,B1,6.0,1.2,,21,,0.98,1.0,21,616,8.41,SHG,1641210447.08,53,3639.0,1.1,apaweb,,5.5,ENE,229,
232,2022-01-03 11:47:54.000072,2,9,220103_114754_29VT,VT,1641210474.72,1.04,13.74,,6.13,,252,-36.8475,-71.333333,4.46,1.42,11.0,158.0,1.6,0.09,0.7,0.5,B1,7.0,1.4,,21,,2.2,1.0,21,617,11.98,SHG,1641210473.34,53,861.0,1.4,apaweb,,4.5,ENE,229,
233,2022-01-03 11:49:30.000073,2,9,220103_114930_29VT,VT,1641210570.73,0.75,9.94,,6.13,,252,-36.839167,-71.335167,3.58,0.95,8.0,174.0,1.9,0.02,0.3,0.3,B1,6.0,1.2,,21,,1.09,1.0,21,618,5.94,SHG,1641210568.9,53,3640.0,1.1,apaweb,,4.9,ENE,229,
234,2022-01-03 11:52:21.000017,2,9,220103_115221_29VT,VT,1641210741.17,0.96,14.93,,9.57,,252,-36.8355,-71.333,3.18,1.3,10.0,178.0,2.4,0.06,0.5,0.6,B1,7.0,1.2,,21,,0.92,1.0,21,619,7.84,SHG,1641210739.59,53,3641.0,1.1,apaweb,,5.3,ENE,229,
237,2022-01-03 12:05:57.000038,2,9,220103_120557_29VT,VT,1641211557.38,0.73,18.84,,8.9,,252,-36.840833,-71.332833,3.62,1.35,19.0,147.0,2.0,0.08,0.3,0.2,B1,10.0,1.7,,21,,6.78,1.0,21,622,53.65,SHG,1641211555.67,53,36.0,2.0,apaweb,,5.0,ENE,229,
238,2022-01-03 12:07:46.000090,2,9,220103_120746_29VT,VT,1641211666.9,0.75,14.78,,9.62,,252,-36.839667,-71.333333,3.54,1.02,8.0,304.0,2.0,0.01,0.2,0.1,C1,6.0,1.2,,21,,0.97,1.0,21,623,8.29,SHG,1641211665.25,53,3642.0,1.1,apaweb,,5.0,ENE,229,
241,2022-01-03 12:12:03.000007,2,9,220103_121203_29VT,VT,1641211923.07,0.99,17.52,,5.46,,252,-36.842333,-71.329833,3.21,1.53,11.0,165.0,2.1,0.07,0.5,0.5,B1,7.0,1.6,,21,,2.48,1.0,21,626,12.04,SHG,1641211921.46,53,862.0,1.5,apaweb,,5.1,ENE,229,
242,2022-01-03 12:16:38.000095,2,9,220103_121638_29VT,VT,1641212198.95,0.62,13.32,,8.95,,252,-36.838167,-71.329167,3.42,0.95,11.0,172.0,2.4,0.02,0.1,0.2,B1,7.0,1.2,,21,,1.32,1.0,21,627,10.53,SHG,1641212197.13,53,1029.0,1.2,apaweb,,5.4,ENE,229,
243,2022-01-03 12:20:37.000070,2,9,220103_122037_29VT,VT,1641212437.7,0.67,10.75,,5.41,,252,-36.836333,-71.332,2.99,0.95,10.0,176.0,2.4,0.05,0.3,0.2,B1,7.0,1.3,,21,,1.3,1.0,21,629,6.27,SHG,1641212435.99,53,3643.0,1.2,apaweb,,5.3,ENE,229,
244,2022-01-03 12:21:44.000033,2,9,220103_122144_29VT,VT,1641212504.33,0.56,9.69,,9.33,,252,-36.837333,-71.3315,3.43,1.3,7.0,174.0,2.3,0.02,0.3,0.3,B1,5.0,1.1,,21,,0.69,1.0,21,630,5.7,SHG,1641212501.99,53,3644.0,0.9,apaweb,,5.3,ENE,229,
245,2022-01-03 12:23:58.000041,2,9,220103_122358_29VT,VT,1641212638.41,1.05,19.37,,5.41,,252,-36.840833,-71.34,3.63,1.27,18.0,148.0,1.5,0.12,0.5,0.5,B1,9.0,1.6,,21,,5.78,1.0,21,631,27.78,SHG,1641212636.82,53,39.0,1.9,apaweb,,4.5,ENE,229,
246,2022-01-03 12:24:53.000009,2,9,220103_122453_29VT,VT,1641212693.09,1.13,13.14,,8.9,,252,-36.838333,-71.334833,3.82,0.64,9.0,175.0,2.0,0.02,0.3,0.3,B1,5.0,1.3,,21,,1.27,1.0,21,632,10.04,SHG,1641212691.51,53,1030.0,1.2,apaweb,,5.0,ENE,229,
247,2022-01-03 12:25:08.000020,2,9,220103_122508_29VT,VT,1641212708.2,1.04,21.49,,6.13,,252,-36.829,-71.343833,3.43,0.86,17.0,162.0,2.6,0.08,0.3,0.7,B1,9.0,1.7,,21,,3.58,1.0,21,633,19.46,SHG,1641212706.64,53,44.0,1.7,apaweb,,5.2,NNE,229,
248,2022-01-03 12:27:32.000018,2,9,220103_122732_29VT,VT,1641212852.18,0.89,14.4,,6.56,,252,-36.8365,-71.330667,3.03,1.3,12.0,151.0,2.4,0.04,0.2,0.3,B1,7.0,1.4,,21,,2.34,1.0,21,635,13.61,SHG,1641212850.43,53,1031.0,1.5,apaweb,,5.4,ENE,229,
249,2022-01-03 12:53:55.000082,2,9,220103_125355_29VT,VT,1641214435.82,1.31,13.93,,9.71,,252,-36.834167,-71.3315,2.99,1.2,9.0,179.0,2.6,0.06,0.5,0.4,B1,6.0,1.3,,21,,1.08,1.0,21,636,9.35,SHG,1641214434.61,53,3645.0,1.2,apaweb,,5.5,ENE,229,
250,2022-01-03 12:55:11.000070,2,9,220103_125511_29VT,VT,1641214511.7,0.88,19.41,,9.04,,252,-36.837667,-71.327833,2.63,1.14,17.0,149.0,2.5,0.07,0.3,0.3,B1,9.0,1.4,,21,,2.52,1.0,21,637,20.27,SHG,1641214510.03,53,43.0,1.6,apaweb,,5.5,ENE,229,
251,2022-01-03 12:58:11.000084,2,9,220103_125811_29VT,VT,1641214691.84,0.7,15.25,,8.9,,252,-36.836833,-71.3285,2.84,1.1,17.0,150.0,2.6,0.09,0.4,0.4,B1,9.0,1.3,,21,,2.72,1.0,21,639,21.54,SHG,1641214689.48,53,40.0,1.6,apaweb,,5.5,ENE,229,
252,2022-01-03 13:00:47.000008,2,9,220103_130047_29VT,VT,1641214847.08,0.91,11.77,,9.62,,252,-36.838167,-71.330833,3.23,0.95,8.0,173.0,2.3,0.03,0.4,0.4,B1,6.0,0.9,,21,,0.59,1.0,21,640,5.01,SHG,1641214845.35,53,3646.0,0.9,apaweb,,5.3,ENE,229,
253,2022-01-03 13:04:56.000020,2,9,220103_130456_29VT,VT,1641215096.2,0.76,13.12,,9.57,,252,-36.837,-71.337,3.36,0.64,8.0,178.0,2.0,0.04,0.5,0.6,B1,6.0,0.8,,21,,0.6,1.0,21,642,5.11,SHG,1641215094.26,53,3671.0,0.9,apaweb,,4.9,ENE,229,
254,2022-01-03 13:06:24.000038,2,9,220103_130624_29VT,VT,1641215184.38,0.78,21.9,,5.46,,252,-36.837667,-71.333667,3.62,1.14,10.0,175.0,2.2,0.04,0.5,0.4,B1,6.0,1.6,,21,,3.16,1.0,21,643,15.32,SHG,1641215182.61,53,448.0,1.5,apaweb,,5.1,ENE,229,
256,2022-01-03 13:13:06.000014,2,9,220103_131306_29VT,VT,1641215586.14,1.13,20.49,,5.41,,252,-36.837667,-71.332667,3.42,1.63,18.0,150.0,2.2,0.13,0.5,0.8,B1,10.0,1.8,,21,,7.92,1.0,21,645,38.03,SHG,1641215584.71,53,37.0,2.0,apaweb,,5.2,ENE,229,
257,2022-01-03 13:16:52.000093,2,9,220103_131652_29VT,VT,1641215812.93,0.97,14.92,,8.9,,252,-36.833833,-71.335333,3.37,1.2,11.0,183.0,2.4,0.02,0.2,0.2,C1,7.0,1.4,,21,,1.69,1.0,21,646,13.4,SHG,1641215811.21,53,1032.0,1.4,apaweb,,5.3,NE,229,
258,2022-01-03 13:28:02.000082,2,9,220103_132802_29VT,VT,1641216482.82,0.71,14.61,,8.9,,252,-36.834667,-71.331333,3.0,0.88,10.0,179.0,2.5,0.09,1.0,1.0,B1,6.0,1.1,,21,,0.63,1.0,21,650,4.99,SHG,1641216480.5,53,3672.0,0.9,apaweb,,5.5,ENE,229,
259,2022-01-03 13:33:40.000036,2,9,220103_133340_29VT,VT,1641216820.36,1.72,18.52,,8.92,,252,-36.8445,-71.332167,4.99,0.88,6.0,164.0,1.8,0.01,0.2,0.2,B1,4.0,1.7,,21,,3.16,1.0,21,651,25.07,SHG,1641216819.81,53,421.0,1.7,apaweb,,4.8,ENE,229,
260,2022-01-03 13:36:56.000089,2,9,220103_133656_29VT,VT,1641217016.89,1.81,12.94,,6.13,,252,-36.849,-71.339167,3.11,0.45,6.0,285.0,1.1,0.04,0.6,0.7,C1,4.0,1.0,,21,,0.48,1.0,21,652,2.6,SHG,1641217017.0,53,3673.0,0.9,apaweb,,4.0,ENE,229,
261,2022-01-03 13:37:10.000070,2,9,220103_133710_29VT,VT,1641217030.7,1.65,17.46,,6.2,,252,-36.8475,-71.338333,2.74,0.81,9.0,283.0,1.2,0.04,0.4,0.2,C1,6.0,1.2,,21,,0.6,1.0,21,653,3.33,SHG,1641217030.66,53,3674.0,1.0,apaweb,,4.1,ENE,229,
262,2022-01-03 13:46:12.000060,2,9,220103_134612_29VT,VT,1641217572.6,0.49,7.01,,8.13,,252,-36.852833,-71.345333,2.98,0.88,7.0,243.0,0.5,0.04,0.5,0.4,C1,4.0,1.1,,21,,0.83,1.0,21,654,6.0,SHG,1641217570.61,53,3675.0,1.0,apaweb,,3.3,ENE,229,
264,2022-01-03 13:59:22.000088,2,9,220103_135922_29VT,VT,1641218362.88,0.67,14.1,,8.9,,252,-36.839,-71.329667,3.44,1.08,10.0,171.0,2.3,0.03,0.2,0.3,B1,7.0,1.2,,21,,1.6,1.0,21,656,12.62,SHG,1641218360.59,53,1033.0,1.3,apaweb,,5.3,ENE,229,
269,2022-01-03 14:27:54.000093,2,9,220103_142754_29VT,VT,1641220074.93,0.99,25.66,,5.41,,252,-36.835333,-71.336,3.26,1.49,20.0,153.0,2.2,0.03,0.1,0.2,B1,10.0,2.5,,21,,42.76,1.0,21,661,205.45,SHG,1641220073.3,53,41.0,2.7,apaweb,,5.1,ENE,229,
270,2022-01-03 14:31:53.000064,2,9,220103_143153_29VT,VT,1641220313.64,0.76,19.46,,7.56,,252,-36.836833,-71.336333,3.49,1.25,13.0,178.0,2.1,0.03,0.2,0.3,B1,8.0,1.5,,21,,2.2,1.0,21,664,14.81,SHG,1641220312.03,53,1034.0,1.4,apaweb,,5.0,ENE,229,
274,2022-01-03 14:44:19.000041,2,9,220103_144419_29VT,VT,1641221059.41,0.88,20.53,,7.13,,252,-36.837333,-71.336167,3.83,1.3,20.0,151.0,2.0,0.13,0.7,0.5,B1,10.0,1.4,,21,,4.16,1.0,21,674,26.35,SHG,1641221057.67,53,42.0,1.7,apaweb,,5.0,ENE,229,
275,2022-01-03 14:47:57.000077,2,9,220103_144757_29VT,VT,1641221277.77,0.51,6.69,,8.9,,252,-36.835833,-71.328,3.2,0.88,8.0,311.0,2.7,0.19,1.8,1.8,C1,5.0,0.9,,21,,0.63,1.0,21,675,4.97,SHG,1641221275.1,53,3676.0,0.9,apaweb,,5.6,ENE,229,
277,2022-01-03 14:51:24.000010,2,9,220103_145124_29VT,VT,1641221484.1,0.7,12.71,,8.95,,252,-36.843167,-71.338833,3.13,1.14,7.0,293.0,1.4,0.02,0.2,0.2,C1,4.0,1.1,,21,,0.82,1.0,21,677,6.49,SHG,1641221482.28,53,3677.0,1.0,apaweb,,4.4,ENE,229,
278,2022-01-03 14:55:19.000035,2,9,220103_145519_29VT,VT,1641221719.35,0.93,15.99,,6.58,,252,-36.839167,-71.331333,3.04,1.02,16.0,148.0,2.2,0.24,0.9,1.0,C1,10.0,1.3,,21,,1.45,1.0,21,678,8.48,SHG,1641221717.87,53,3682.0,1.2,apaweb,,5.2,ENE,229,
279,2022-01-03 15:02:14.000054,2,9,220103_150214_29VT,VT,1641222134.54,0.81,5.71,,9.0,,252,-36.8425,-71.33,3.43,0.88,8.0,165.0,2.1,0.04,0.4,0.4,B1,6.0,1.3,,21,,0.93,1.0,21,683,7.42,SHG,1641222138.72,53,3683.0,1.0,apaweb,,5.1,ENE,229,
280,2022-01-03 15:02:20.000050,2,9,220103_150220_29VT,VT,1641222140.5,0.81,16.21,,5.46,,252,-36.842833,-71.3215,3.26,0.87,18.0,155.0,2.8,0.14,0.8,1.0,B1,9.0,1.5,,21,,3.73,1.0,21,682,18.08,SHG,1641222138.75,53,45.0,1.6,apaweb,,5.7,ENE,229,
281,2022-01-03 15:06:13.000019,2,9,220103_150613_29VT,VT,1641222373.19,0.85,13.0,,5.41,,252,-36.841,-71.326167,3.04,0.0,12.0,145.0,2.5,0.08,0.6,0.6,B1,8.0,1.2,,21,,1.1,1.0,21,684,5.29,SHG,1641222371.54,53,3684.0,1.2,apaweb,,5.4,ENE,229,
282,2022-01-03 15:12:15.000047,2,9,220103_151215_29VT,VT,1641222735.47,0.77,13.59,,5.41,,252,-36.842167,-71.331833,3.5,1.3,10.0,167.0,2.0,0.04,0.4,0.3,B1,7.0,1.3,,21,,1.57,1.0,21,685,7.55,SHG,1641222733.69,53,3685.0,1.3,apaweb,,4.9,ENE,229,
283,2022-01-03 15:12:45.000005,2,9,220103_151245_29VT,VT,1641222765.05,0.88,18.69,,6.15,,252,-36.8415,-71.332667,3.6,1.53,11.0,164.0,2.0,0.06,0.5,0.3,B1,7.0,1.4,,21,,1.74,1.0,21,686,9.5,SHG,1641222763.33,53,3686.0,1.4,apaweb,,4.9,ENE,229,
284,2022-01-03 15:13:33.000073,2,9,220103_151333_29VT,VT,1641222813.73,0.65,13.97,,5.46,,252,-36.840833,-71.332333,3.22,0.98,18.0,147.0,2.0,0.09,0.4,0.6,B1,9.0,1.5,,21,,3.15,1.0,21,687,15.29,SHG,1641222812.15,53,46.0,1.6,apaweb,,5.0,ENE,229,
285,2022-01-03 15:14:46.000004,2,9,220103_151446_29VT,VT,1641222886.04,0.97,19.16,,6.13,,252,-36.8425,-71.3305,3.47,0.0,13.0,144.0,2.1,0.04,0.3,0.4,B1,9.0,1.4,,21,,1.67,1.0,21,688,9.1,SHG,1641222884.32,53,3688.0,1.3,apaweb,,5.0,ENE,229,
286,2022-01-03 15:20:41.000054,2,9,220103_152041_29VT,VT,1641223241.54,1.4,18.7,,7.18,,252,-36.844,-71.333167,3.62,0.0,11.0,143.0,1.8,0.05,0.4,0.3,B1,8.0,1.2,,21,,1.22,1.0,21,689,7.77,SHG,1641223240.5,53,3689.0,1.2,apaweb,,4.7,ENE,229,
289,2022-01-03 15:33:19.000057,2,9,220103_153319_29VT,VT,1641223999.57,0.64,10.06,,8.9,,252,-36.853167,-71.352333,2.0,0.81,8.0,128.0,0.2,0.1,0.6,0.5,B1,6.0,0.9,,21,,0.4,1.0,21,692,3.18,SHG,1641223998.42,53,3690.0,0.7,apaweb,,2.7,ENE,229,
290,2022-01-03 16:25:23.000066,2,9,220103_162523_29VT,VT,1641227123.66,1.26,28.74,,4.4,,252,-36.838833,-71.332833,3.65,0.92,19.0,149.0,2.1,0.09,0.3,0.3,B1,10.0,3.5,,21,,290.37,1.0,21,696,1135.88,SHG,1641227122.04,53,48.0,3.6,apaweb,,5.1,ENE,229,
291,2022-01-03 16:28:07.000066,2,9,220103_162807_29VT,VT,1641227287.66,1.1,16.77,,8.9,,252,-36.836167,-71.3325,3.16,1.08,12.0,177.0,2.4,0.02,0.1,0.2,B1,8.0,1.5,,21,,2.15,1.0,21,697,16.98,SHG,1641227285.94,53,449.0,1.5,apaweb,,5.3,ENE,229,
293,2022-01-03 16:57:33.000039,2,9,220103_165733_29VT,VT,1641229053.39,0.97,12.65,,8.95,,252,-36.839833,-71.329833,3.6,0.88,10.0,169.0,2.3,0.03,0.3,0.3,B1,7.0,1.1,,21,,0.82,1.0,21,699,6.53,SHG,1641229051.62,53,3691.0,1.1,apaweb,,5.2,ENE,229,
294,2022-01-03 16:58:40.000011,2,9,220103_165840_29VT,VT,1641229120.11,0.83,12.78,,6.89,,252,-36.839833,-71.365167,1.28,0.55,7.0,267.0,1.6,0.08,1.0,1.1,C1,5.0,1.1,,21,,0.7,1.0,21,700,4.31,SHG,1641229119.43,53,3692.0,1.0,apaweb,,3.2,NNE,229,
295,2022-01-03 16:59:51.000061,2,9,220103_165951_29VT,VT,1641229191.61,0.77,17.15,,8.9,,252,-36.841167,-71.3345,3.68,1.07,20.0,147.0,1.8,0.11,0.4,0.3,B1,10.0,1.4,,21,,3.34,1.0,21,701,26.43,SHG,1641229189.32,53,49.0,1.7,apaweb,,4.8,ENE,229,
299,2022-01-03 17:08:14.000094,2,9,220103_170814_29VT,VT,1641229694.94,1.08,14.6,,7.18,,252,-36.836167,-71.337,3.21,1.25,13.0,153.0,2.1,0.03,0.1,0.2,B1,9.0,1.5,,21,,2.33,1.0,21,705,14.85,SHG,1641229693.26,53,1035.0,1.5,apaweb,,5.0,ENE,229,
300,2022-01-03 17:08:56.000016,2,9,220103_170856_29VT,VT,1641229736.16,0.91,17.63,,5.46,,252,-36.84,-71.3315,2.89,1.25,13.0,147.0,2.1,0.07,0.6,0.4,B1,8.0,1.7,,21,,3.27,1.0,21,706,15.84,SHG,1641229734.51,53,125.0,1.6,apaweb,,5.1,ENE,229,
301,2022-01-03 17:18:24.000046,2,9,220103_171824_29VT,VT,1641230304.46,0.77,9.2,,9.38,,252,-36.849,-71.337333,3.59,0.23,7.0,289.0,1.2,0.04,0.6,0.4,C1,4.0,0.7,,21,,0.28,1.0,21,711,2.37,SHG,1641230303.08,53,3693.0,0.6,apaweb,,4.1,ENE,229,
302,2022-01-03 17:18:37.000026,2,9,220103_171837_29VT,VT,1641230317.26,0.75,14.7,,6.79,,252,-36.828167,-71.343333,2.86,1.02,12.0,272.0,2.7,0.18,1.6,1.1,C1,8.0,1.4,,21,,1.37,1.0,21,707,8.29,SHG,1641230315.74,53,122.0,1.2,apaweb,,5.3,NNE,229,
303,2022-01-03 17:19:42.000080,2,9,220103_171942_29VT,VT,1641230382.8,0.54,13.12,,6.17,,252,-36.848,-71.335667,3.16,1.14,9.0,294.0,1.4,0.05,0.4,0.3,C1,5.0,1.2,,21,,1.25,1.0,21,708,6.87,SHG,1641230381.0,53,121.0,1.2,apaweb,,4.3,ENE,229,
306,2022-01-03 17:27:28.000023,2,9,220103_172728_29VT,VT,1641230848.23,0.71,19.36,,5.43,,252,-36.838,-71.336167,3.78,1.23,18.0,150.0,2.0,0.09,0.5,0.4,B1,10.0,1.9,,21,,9.73,1.0,21,714,46.97,SHG,1641230846.48,53,50.0,2.1,apaweb,,4.9,ENE,229,
